bottleneck_dir,bottom-primary-color-white,bottom-primary-color-beige,bottom-primary-color-black,bottom-primary-color-brown,bottom-primary-color-grey,bottom-primary-color-blue,bottom-primary-color-navy,bottom-primary-color-teal,bottom-primary-color-green,bottom-primary-color-olive,bottom-primary-color-pink,bottom-primary-color-red,bottom-primary-color-maroon,bottom-primary-color-purple,bottom-primary-color-orange,bottom-primary-color-yellow,bottom-secondary-color-white,bottom-secondary-color-beige,bottom-secondary-color-black,bottom-secondary-color-brown,bottom-secondary-color-grey,bottom-secondary-color-blue,bottom-secondary-color-navy,bottom-secondary-color-teal,bottom-secondary-color-green,bottom-secondary-color-olive,bottom-secondary-color-pink,bottom-secondary-color-red,bottom-secondary-color-maroon,bottom-secondary-color-purple,bottom-secondary-color-orange,bottom-secondary-color-yellow,bottom-secondary-color-none,bottom-type-long pants,bottom-type-shorts,bottom-material-denim/jeans,bottom-material-cotton,bottom-material-dry-fit,denim-style-ripped,denim-style-acid-wash,denim-style-washed,bottom-patterns-animal-print,bottom-patterns-argyle,bottom-patterns-horizontal-stripe,bottom-patterns-vertical-stripe,bottom-patterns-checkered,bottom-patterns-dotted,bottom-patterns-floral,bottom-patterns-plaid,bottom-style-cargo,bottom-style-dress,bottom-style-chinos,bottom-style-sweatpants,bottom-style-none,bottom-fit-skinny-fit,bottom-fit-slim-fit,bottom-fit-regular-fit,bottom-fit-baggy
bottlenecks/Clean clothes/Bottoms/shorts200.jpg.txt,0.001276889,0.03573449,0.161271453,0.006658502,0.108939298,0.081521317,0.339523763,0.09087693,0.041897126,0.086340286,0.001523521,0.000709871,0.005366738,0.022662623,0.015587711,0.000109602,0.000431037,0.000228747,0.000732342,0.000663415,0.004347452,0.000118956,0.001921052,5.70E-05,8.83E-06,7.56E-05,4.67E-05,0.000099588,1.37E-05,0.000244836,7.94E-05,0.000106601,0.990824878,0.457125127,0.542874873,0.84307152,0.127279535,0.02964896,0.045886688,0.013472464,0.031715263,0.002682352,0.001950124,0.002096289,0.026800383,0.004555606,0.003308505,0.00678772,0.003225812,0.021518268,0.015258722,0.400207222,0.02688806,0.536127687,0.04883635,0.819335163,0.129029974,0.002798531
bottlenecks/Clean clothes/Bottoms/jeans82.jpg.txt,6.42E-05,0.008640437,0.309789151,0.005595158,0.116155945,0.095465623,0.450567871,0.003490369,0.002670226,0.003433859,4.28E-05,3.86E-05,0.00137974,0.001849859,0.000789155,2.70E-05,0.000049969,1.51E-05,0.00144663,1.52E-05,0.000366114,3.47E-06,1.67E-06,1.04E-05,2.65E-06,2.74E-06,8.31E-07,0.00016333,4.53E-07,3.88E-05,9.94E-06,0.000004528,0.997868061,0.980939925,0.019060073,0.820023775,0.153157577,0.02681868,0.261987835,0.026517486,0.27990523,0.006704466,0.000849657,0.002730546,0.010743932,0.009742994,0.000378779,0.003961719,0.003556633,0.013931911,0.007072034,0.056370474,0.056537442,0.866088092,0.168903962,0.555106401,0.257860333,0.018129297
bottlenecks/Clean clothes/Bottoms/jeans138.jpg.txt,8.94E-05,0.001665202,0.023416316,0.001670822,0.025210133,0.614500225,0.323074698,0.002910646,0.001962546,0.001812091,0.000139601,0.000104559,0.000840234,0.0016558,0.000867582,8.03E-05,0.000326164,0.000269369,0.003048057,0.001101928,0.005066962,0.000579291,0.000141007,0.000455251,8.13E-05,0.000170868,8.27E-05,0.001027585,0.000134987,0.000651847,0.00055016,0.000141813,0.98617065,0.98539716,0.014602874,0.735226274,0.156185284,0.10858848,0.306845665,0.035583545,0.488339603,0.024235012,0.005032579,0.015697032,0.07517501,0.034406588,0.001094315,0.033713494,0.012960275,0.012270518,0.017900452,0.009260397,0.012509286,0.94805932,0.162831381,0.506696224,0.323040307,0.007432087
bottlenecks/Clean clothes/Bottoms/pants503.jpg.txt,0.007512135,0.012173019,0.084919006,0.013975508,0.350956619,0.050677348,0.238003925,0.012722612,0.015027264,0.076739579,0.003131818,0.010030447,0.021870975,0.017274169,0.084916629,6.89E-05,0.327612549,0.001038327,0.012484003,0.031121878,0.197845846,0.001865827,0.001443959,0.000867618,0.000236378,0.003594943,0.015477653,0.00488365,0.000166419,0.004987036,0.000597548,8.37E-05,0.395692647,0.86164403,0.138355911,0.356922388,0.444558591,0.198518977,0,0,0,0.015838262,0.027216477,0.020469956,0.113651864,0.232283667,0.432427347,0.036025096,0.110504597,0.045992162,0.062897667,0.032407649,0.188061446,0.670641065,0.014125684,0.727947235,0.228003919,0.029923173
bottlenecks/Clean clothes/Bottoms/pants185.jpg.txt,0.000677148,0.016173696,0.076405242,0.008848901,0.673343658,0.017019294,0.132151559,0.007907963,0.017348234,0.027179835,0.000916473,0.000164582,0.010599083,0.005911714,0.005307779,4.48E-05,0.000332294,8.29E-05,0.00123695,0.000266616,0.001730009,4.63E-05,2.03E-05,0.000161598,7.72E-06,0.000102041,1.09E-05,0.000731152,1.72E-05,0.000117012,2.80E-05,6.05E-05,0.995048463,0.991096735,0.008903327,0.609407723,0.23315993,0.157432333,0.108085133,0.033355977,0.047775567,0.004561673,0.002127908,0.005917152,0.030707691,0.018515525,0.002776734,0.0041174,0.00991728,0.01282352,0.165843517,0.051198158,0.33386007,0.436274737,0.041780889,0.698439896,0.254366458,0.005412725
bottlenecks/Clean clothes/Bottoms/jeans302.jpg.txt,0.000141296,0.000527693,0.862717688,0.001602602,0.06861157,0.022211392,0.026758876,0.000459121,0.001667546,0.00529992,6.64E-05,7.23E-05,0.006136914,0.002801675,0.000881002,4.41E-05,0.000108834,3.08E-05,0.001513467,0.000108925,0.003311302,7.32E-05,1.13E-05,0.000144589,6.51E-06,2.36E-05,0.000003576,0.000588014,5.22E-06,5.22E-05,2.38E-05,6.63E-05,0.993928552,0.996188223,0.00381176,0.863462865,0.108780369,0.027756736,0.186840683,0.003226435,0.065452799,0.004142245,0.000588651,0.005037758,0.011614773,0.004738303,0.0004546,0.002590785,0.003935379,0.007868546,0.071240135,0.048356883,0.080443457,0.792091012,0.075572826,0.577594101,0.339758545,0.007074536
bottlenecks/Clean clothes/Bottoms/pants277.jpg.txt,0.049215179,0.070756704,0.007735982,0.037563775,0.698186278,0.005935168,0.003459013,0.001773453,0.018995781,0.035604432,0.004828664,0.001007345,0.033487421,0.022877803,0.008516583,5.64E-05,0.049887124,0.000609776,0.021258516,0.000745296,0.005773904,0.000112793,8.63E-05,8.14E-05,1.68E-05,0.000977234,0.000360062,0.000529252,3.27E-06,0.001287406,1.83E-05,8.79E-05,0.91816473,0.945902765,0.054097205,0.616073132,0.32063362,0.063293368,0.063360445,0.00326679,0.006216215,0.006670972,0.006347755,0.011115669,0.009226495,0.014558582,0.008954857,0.003980967,0.006770809,0.003606546,0.007786886,0.029258899,0.911126137,0.048221599,0.08669015,0.504568636,0.387919068,0.020822246
bottlenecks/Clean clothes/Bottoms/jeans314.jpg.txt,0.000547131,0.016150693,0.781233072,0.009500553,0.144518733,0.019648559,0.008154061,0.000235675,0.000571577,0.015717372,6.04E-06,1.35E-05,0.001439987,0.001178395,0.001080417,4.29E-06,0.00026989,3.92E-06,0.023299245,1.91E-05,0.00356626,4.96E-06,2.20E-07,0.000116094,7.12E-06,9.75E-07,0.000489261,2.67E-05,1.38E-07,0.000336093,6.91E-06,1.67E-06,0.971851468,0.897587419,0.102412552,0.706916273,0.27296707,0.020116689,0.076281607,0.001648508,0.025032381,7.21E-05,0.000060752,0.000349789,0.001038353,0.000164269,0.000181451,0.000510705,0.000296558,0.065888189,0.029507369,0.039038476,0.057131063,0.808434844,0.015366924,0.732233822,0.244857043,0.007542266
bottlenecks/Clean clothes/Bottoms/shorts79.jpg.txt,0.006241375,0.016197233,0.493569583,0.011185297,0.056374483,0.037126981,0.256953746,0.028543802,0.003885607,0.003053423,0.012839163,0.010592936,0.040307492,0.011797428,0.011198774,0.000132643,0.03030036,0.001513673,0.003138274,0.00311737,0.020224502,0.005411983,0.000989243,5.14E-05,4.10E-05,0.00784189,0.000709442,0.009821232,2.99E-05,0.001933647,0.00421888,0.000499645,0.910157621,0.011940817,0.988059223,0.28987509,0.5972839,0.112841047,0,0,0,0.013799862,0.005103296,0.004713954,0.008003794,0.016282195,0.160725936,0.005769016,0.007178519,0.009919941,0.01413394,0.224267557,0.005822349,0.745856166,0.013424191,0.75696671,0.22175774,0.007851419
bottlenecks/Clean clothes/Bottoms/shorts57.jpg.txt,0.000661313,0.000651561,0.909416735,0.000167352,0.013548782,0.001627282,0.044198412,0.005327963,0.000622142,0.000682157,0.002521112,0.002275391,0.016014384,0.000941434,0.000872437,0.000471653,0.002207774,2.99E-05,0.006069485,7.74E-05,0.00051816,0.00001796,3.49E-05,0.000022102,9.06E-07,5.46E-06,4.27E-05,0.000272891,2.50E-06,4.50E-05,0.000443526,1.77E-05,0.990191579,0.010477891,0.98952204,0.406665027,0.430775881,0.162559092,0,0,0,0.000718779,0.00021058,0.000872019,0.002077469,0.00047319,0.000381727,0.000476514,0.000366025,0.064484634,0.009220097,0.175142407,0.011859112,0.739293754,0.340235472,0.523148477,0.038972832,0.097643271
bottlenecks/Clean clothes/Bottoms/shorts122.jpg.txt,0.028033467,0.040455695,0.043258514,0.02360875,0.066849291,0.111829646,0.064123176,0.013751407,0.168868363,0.006939593,0.011299389,0.018686615,0.029815184,0.028006757,0.34443152,4.26E-05,0.005527153,0.001405594,0.001091069,0.0053133,0.052837174,0.00155297,0.000811899,2.61E-05,2.10E-05,0.002437018,0.002410416,0.002278309,4.81E-05,0.002013425,0.000345997,0.000204842,0.921675563,0.069087446,0.930912614,0.531150281,0.245751232,0.223098487,0.041054796,0.010569451,0.031706486,0.004264886,0.012931985,0.004172368,0.021267511,0.01718021,0.021954766,0.005183717,0.008709597,0.004290562,0.011567727,0.552493334,0.029408673,0.40223974,0.026653379,0.652691901,0.316670746,0.003983945
bottlenecks/Clean clothes/Bottoms/shorts28.jpg.txt,0.000477622,0.006611734,0.024851764,0.001412881,0.02360438,0.716393232,0.202977777,0.009218922,0.005242155,0.000505465,0.000640181,0.000501991,0.004116712,0.001777174,0.001653872,1.41E-05,0.000662273,0.000409432,0.001432178,0.000875697,0.003180382,0.00031438,8.84E-05,7.81E-05,3.94E-05,6.64E-05,0.00031028,0.002137793,0.000130816,0.000592315,0.000286073,0.000528291,0.9888677,0.203821003,0.796178997,0.694586754,0.117705837,0.187707409,0.036349755,0.022857547,0.273514926,0.001775729,0.003742152,0.010527049,0.02827578,0.064709149,0.002253647,0.006224413,0.006672799,0.009117976,0.01768863,0.039738782,0.008469513,0.924985051,0.13473767,0.687195718,0.171257928,0.006808644
bottlenecks/Clean clothes/Bottoms/pants312.jpg.txt,0.000617875,0.001905588,0.854261756,0.004236398,0.09632434,0.004155847,0.021489741,0.000823841,0.002151144,0.008612726,5.31E-05,2.17E-05,0.001377936,0.002223772,0.001283048,0.000461162,0.000441928,2.49E-05,0.000652191,1.65E-05,0.004434849,9.49E-06,4.52E-06,0.000138683,4.89E-06,9.42E-06,0.000001923,0.000248344,4.12E-06,0.000150831,2.75E-05,5.05E-05,0.993779481,0.996556521,0.003443539,0.828935802,0.150519237,0.02054506,0.093470424,0.005578923,0.032906644,0.008924672,0.000243111,0.002848669,0.012095639,0.016396795,0.000441208,0.003854212,0.001443078,0.002511622,0.668502629,0.035715271,0.132647589,0.16062288,0.065943524,0.767316878,0.145028338,0.021711346
bottlenecks/Clean clothes/Bottoms/pants219.jpg.txt,0.001387992,0.000611726,0.521762967,0.000558237,0.252285719,0.024951726,0.180648163,0.006354743,0.000449157,0.004614287,0.000161397,6.96E-05,0.001943533,0.003065916,0.000815661,0.000319082,0.000827313,5.15E-05,0.003436438,0.000109427,0.029151788,0.000041273,9.88E-06,0.000139065,1.84E-05,5.77E-05,3.99E-06,0.001525902,6.33E-06,0.000413898,0.000101107,7.38E-05,0.964032173,0.974948585,0.025051389,0.640271068,0.30928874,0.050440189,0.161370099,0.004336516,0.118629351,0.014893051,0.001810786,0.003043729,0.024047054,0.027392302,0.001968265,0.008056042,0.003958597,0.006666475,0.360998064,0.027879745,0.066518955,0.537936747,0.076671347,0.680759966,0.229393512,0.013175246
bottlenecks/Clean clothes/Bottoms/jeans229.jpg.txt,3.50E-05,0.000163162,0.073774025,0.000446403,0.013848869,0.26583311,0.64122051,0.000714558,0.000956725,0.000754145,5.03E-05,7.81E-05,0.000810407,0.000990594,0.000284263,3.99E-05,0.00013833,0.000074443,0.001524581,0.000545908,0.002102268,0.000524386,0.000133701,0.000226288,7.59E-05,0.000158716,3.37E-05,0.000967142,9.07E-05,0.00038408,0.000318728,0.000204427,0.99249661,0.974190354,0.025809646,0.809933484,0.101132788,0.088933811,0.415396333,0.01255593,0.337763548,0.01849342,0.003769029,0.016200751,0.032978062,0.028961523,0.001428336,0.010064134,0.026299534,0.005590399,0.028415186,0.011822591,0.013682575,0.940489233,0.153844699,0.638471365,0.201608881,0.006075122
bottlenecks/Clean clothes/Bottoms/shorts363.jpg.txt,0.003705734,0.029196063,0.157079771,0.006390583,0.129078493,0.215124667,0.292861402,0.04088328,0.013955528,0.017951239,0.002448885,0.004848129,0.016373886,0.039792068,0.029339338,0.000970968,0.000600002,0.000594296,0.000490176,0.000344832,0.001729927,0.000233744,0.000208837,4.44E-05,0.000004285,5.76E-05,1.13E-05,0.000596029,9.86E-06,0.000192459,0.000560349,0.00011808,0.994203746,0.132030308,0.867969751,0.183773577,0.755351603,0.060874805,0,0,0,0.007331272,0.000890913,0.000890895,0.010369786,0.009062854,0.004511683,0.002845297,0.005121309,0.002504583,0.00872648,0.799910724,0.00438212,0.184476137,0.018545009,0.852964759,0.117145576,0.011344573
bottlenecks/Clean clothes/Bottoms/jeans83.jpg.txt,0.000701197,0.00525305,0.722204626,0.01851942,0.08765427,0.003756913,0.043128856,0.006751762,0.01714919,0.019835144,0.000760906,6.99E-05,0.0132789,0.041129801,0.019337913,0.000468282,8.32E-05,0.000233388,0.000622548,4.41E-05,0.001492481,5.05E-06,3.14E-05,4.89E-05,0.0000038,4.05E-05,2.51E-06,6.53E-05,6.58E-06,4.11E-05,6.36E-06,5.45E-05,0.997218132,0.991117358,0.008882697,0.768070996,0.186406791,0.045522172,0.082479201,0.008612865,0.024944712,0.011074657,0.000657783,0.001688743,0.015112961,0.009747812,0.000315273,0.003381718,0.001844183,0.008144905,0.098862924,0.342048228,0.098853976,0.452089906,0.171120301,0.755050421,0.065792196,0.008037062
bottlenecks/Clean clothes/Bottoms/pants212.jpg.txt,0.011419556,0.011010115,0.173441932,0.01549901,0.692720294,0.003851153,0.013958356,0.001155866,0.002064656,0.01469031,0.000728496,0.001011822,0.020489162,0.002111149,0.035543066,0.000305033,0.195952639,0.001539594,0.196943626,0.000895546,0.280887306,0.000179293,0.000189049,0.000422388,0.000310185,0.000223122,0.001537074,0.003841882,1.52E-05,0.002235745,0.00050493,8.79E-05,0.314234555,0.951681852,0.04831823,0.52325052,0.40968141,0.0670681,0.066066347,0.006380375,0.028827841,0.013150343,0.002529761,0.001777352,0.011177489,0.01572087,0.013211348,0.013311557,0.006728439,0.001963624,0.173954621,0.021545226,0.458467096,0.344069511,0.036080007,0.796046913,0.132697016,0.035176046
bottlenecks/Clean clothes/Bottoms/shorts258.jpg.txt,0.000251503,0.004369448,0.243538439,0.002260249,0.03501327,0.109397322,0.577005148,0.004705818,0.001398721,0.00261526,0.000559152,0.001266833,0.005103282,0.001675363,0.010710015,0.000130093,0.011427755,0.000248344,0.00230014,0.001842264,0.009202004,0.001889276,4.99E-05,0.000128134,8.47E-06,0.000121037,0.000613171,0.001529905,3.56E-06,0.000944039,0.000928279,0.000327863,0.968435884,0.038015828,0.961984217,0.376001239,0.507835805,0.116162926,0,0,0,0.000719769,0.001401288,0.001421766,0.012469085,0.005486786,0.012875578,0.002563119,0.002458946,0.00359554,0.005377965,0.091682687,0.007642492,0.891701341,0.025966873,0.696992159,0.26680097,0.010239989
bottlenecks/Clean clothes/Bottoms/jeans64.jpg.txt,7.94E-05,0.000508239,0.041416161,0.000955238,0.023569046,0.420807123,0.50504607,0.001534934,0.00228826,0.000409896,0.000111574,0.000397844,0.000485583,0.001825524,0.000525709,3.95E-05,0.000381285,0.000552846,0.005071478,0.001065506,0.006576893,0.001565516,6.63E-05,0.000423819,0.000166926,0.00041494,0.000142284,0.003695585,0.000340959,0.000664792,0.002173883,0.000311406,0.976385593,0.962263942,0.037736099,0.762762368,0.106590942,0.130646661,0.224719212,0.112633601,0.57019192,0.019455811,0.005517962,0.010565284,0.048629105,0.078958802,0.003578012,0.066281326,0.028367622,0.003188206,0.037495736,0.008672969,0.009515697,0.94112736,0.340660632,0.476628095,0.170148179,0.012562993
bottlenecks/Clean clothes/Bottoms/jeans204.jpg.txt,0.000416934,0.004890824,0.673074186,0.006143017,0.11140123,0.012447771,0.119268812,0.005819852,0.008221344,0.033250958,0.000062018,8.27E-05,0.007293355,0.014393073,0.002923275,0.000310644,0.000232318,0.000101193,0.002308735,7.45E-05,0.001505297,3.58E-05,0.000024336,0.000109203,3.87E-05,3.08E-05,1.23E-05,0.000379014,1.25E-05,0.000155837,4.85E-05,6.27E-05,0.994868279,0.994146109,0.005853819,0.832915962,0.158353806,0.008730241,0.096752703,0.004080595,0.047304269,0.009391614,0.000411901,0.002090522,0.017842796,0.007974302,0.000310548,0.005166765,0.002695462,0.011711308,0.322617412,0.083610736,0.123179115,0.458881438,0.030879231,0.836815715,0.115814485,0.016490631
bottlenecks/Clean clothes/Bottoms/pants386.jpg.txt,0.002807294,0.000883002,0.865862727,0.002848393,0.084608734,0.00231053,0.019563964,0.000845064,0.002728294,0.009450792,4.88E-05,2.02E-05,0.002508248,0.004549163,0.000690243,0.000274682,0.001225698,5.22E-05,0.000889827,0.000186533,0.003760122,1.57E-05,5.77E-06,0.00026515,5.71E-05,0.000108369,0.000015291,0.001085395,2.62E-05,0.000279646,8.78E-05,0.000158375,0.991780818,0.996128559,0.003871393,0.822698951,0.155247584,0.022053443,0.089518182,0.005544385,0.02240457,0.00884605,0.000492904,0.003985081,0.015819699,0.01718994,0.00100706,0.004022203,0.001846931,0.001315992,0.921131074,0.011134084,0.015255965,0.05116275,0.054505203,0.808707357,0.120212019,0.016575502
