bottleneck_dir,top-primary-color-white,top-primary-color-beige,top-primary-color-black,top-primary-color-brown,top-primary-color-grey,top-primary-color-blue,top-primary-color-navy,top-primary-color-teal,top-primary-color-green,top-primary-color-olive,top-primary-color-pink,top-primary-color-red,top-primary-color-maroon,top-primary-color-purple,top-primary-color-orange,top-primary-color-yellow,top-secondary-color-white,top-secondary-color-beige,top-secondary-color-black,top-secondary-color-brown,top-secondary-color-grey,top-secondary-color-blue,top-secondary-color-navy,top-secondary-color-teal,top-secondary-color-green,top-secondary-color-olive,top-secondary-color-pink,top-secondary-color-red,top-secondary-color-maroon,top-secondary-color-purple,top-secondary-color-orange,top-secondary-color-yellow,top-secondary-color-none,top-type-short-sleeve-t-shirt,top-type-long-sleeve-t-shirt,top-type-short-sleeve-shirt,top-type-long-sleeve-shirt,top-type-singlet,top-type-polo,t-shirt-style-graphic-text,t-shirt-style-graphic-image,t-shirt-style-round-neck,t-shirt-style-henley,t-shirt-style-pocket,t-shirt-fit-slim-fit,t-shirt-fit-longline,t-shirt-fit-baggy,t-shirt-fit-regular,shirt-style-oxford,shirt-style-dress,shirt-style-graphic,shirt-style-pocket,shirt-style-granddad-collar,shirt-fit-slim-fit,shirt-fit-regular-fit,top-patterns-animal-print,top-patterns-argyle,top-patterns-horizontal-stripe,top-patterns-vertical-stripe,top-patterns-checkered,top-patterns-dotted,top-patterns-floral,top-patterns-plaid,top-material-denim,top-material-dry-fit,top-material-cotton
bottlenecks/Clothes/Tops/plainshirts354.jpg.txt,0.00053355,0.00017212,0.000552608,0.00122257,0.00333605,0.00861908,0.00442856,0.00383583,6.40E-05,0.00069985,0.920126,0.00611793,0.00697683,0.0429103,0.000381318,2.33E-05,0.000761748,5.52E-05,0.000116084,2.36E-05,0.000117013,0.000256458,0.0001955,4.65E-05,1.98E-05,4.42E-06,2.17E-06,0.00134043,7.36E-06,1.70E-05,0.000105682,5.90E-05,0.996872,4.31E-05,0.00114331,0.0155087,0.982868,3.30E-07,0.000436862,0,0,0,0,0,0,0,0,0,0.515673,0.0551063,0.000930465,0.216131,0.0337192,0.948665,0.0513355,0.00144555,0.000457762,0.00638802,0.0100527,0.0073614,0.0484691,0.00231029,0.00115723,0.214127,0.00271642,0.783156
bottlenecks/Clothes/Tops/singlets59.jpg.txt,0.00188416,0.00138602,0.203634,2.41E-05,0.753457,0.0106143,0.00865484,5.88E-05,0.000723796,0.00150795,0.000105507,0.0122329,0.00297778,0.00206151,0.000481147,0.000196804,0.102541,0.000211619,0.191394,0.000135315,0.0306758,0.00453497,0.00105902,0.000116552,0.015892,1.57E-05,0.000242933,0.201976,0.000104691,0.000646584,0.00167421,0.00143996,0.44734,0.00962833,4.24E-05,9.91E-05,2.18E-06,0.988258,0.00197025,0.0157179,0.0364674,0.473499,0.00399917,0.0108045,0.192128,0.292535,0.00126424,0.514073,0,0,0,0,0,0,0,0.000106733,0.00354467,0.935904,0.0217744,0.00179655,0.0208835,0.00546674,0.00411473,3.69E-05,0.000978716,0.998984
bottlenecks/Clothes/Tops/polos278.jpg.txt,0.000501408,0.000573267,0.00143231,3.85E-05,0.975968,0.0160856,0.00364063,0.000296499,8.88E-05,0.000172478,3.15E-05,3.54E-05,4.31E-05,0.0010814,9.81E-06,8.14E-07,0.205097,0.00124113,0.463565,0.00255026,0.120495,0.0546573,0.0092961,0.000567174,0.00528571,0.00360904,0.00202902,0.0244668,0.00157629,0.017587,0.00976585,0.0120117,0.0662,0.819754,0.0201218,5.11E-05,3.54E-07,0.000532046,0.15954,0.0103149,0.066026,0.638616,0.00159417,0.0437559,0.165319,0.066555,0.00269905,0.765427,0,0,0,0,0,0,0,0.000977755,0.00358094,0.894296,0.00394389,0.00232787,0.005304,0.000134161,0.00072864,0.00281301,0.0528198,0.944367
bottlenecks/Clothes/Tops/graphictshirts448.jpg.txt,0.0236443,0.0223328,0.184966,0.0524038,0.187549,0.0924905,0.0936357,0.0551539,0.0125377,0.00417826,0.100317,0.0217136,0.00569452,0.124209,0.0189164,0.000258281,0.0723393,0.000975702,0.105362,0.00976883,0.287204,0.0195199,0.00637793,0.0042054,0.0106411,0.0199101,0.00250042,0.0481046,0.00580212,0.00786518,0.0210189,0.00537828,0.373026,0.997619,0.000837758,0.000242156,2.71E-07,0.000106636,0.00119437,0.0300947,0.0859532,0.959952,0.0319206,0.0400368,0.46482,0.164834,0.00599577,0.364351,0,0,0,0,0,0,0,0.000699495,0.000671721,0.0134048,0.00398051,0.00389985,0.00846911,0.0018236,0.00033175,0.000492074,0.012349,0.987159
bottlenecks/Clothes/Tops/polos365.jpg.txt,0.979802,0.0123777,8.52E-05,1.44E-06,0.000552511,0.00323604,0.00138812,0.000274636,0.000794057,1.29E-05,0.000215094,0.000376162,0.000115748,0.000718061,8.17E-06,4.18E-05,0.0162307,0.000131504,0.0191105,3.66E-06,0.00116811,0.000771528,0.000305119,2.31E-05,4.18E-05,8.33E-06,1.69E-05,0.0119501,5.52E-06,0.000204351,0.000631141,0.00032795,0.94907,0.168608,0.00014373,0.70806,0.0250459,8.30E-05,0.098059,0.00579791,0.102699,0.142381,0.0242607,0.00855407,0.0160356,0.040031,0.0208946,0.923039,0,0,0,0,0,0,0,0.00050992,0.000151683,0.0374946,0.0286337,0.0322924,0.246428,0.00984268,0.00116874,0.00173686,0.000104445,0.998159
bottlenecks/Clothes/Tops/longsleevetshirts9.jpg.txt,0.831386,0.00104905,0.099271,0.000981514,0.0179886,0.00882429,0.0130942,0.00441452,0.000658201,0.000112213,0.000581665,0.00481633,0.000176548,0.00876932,0.00771123,0.000165738,0.105035,0.000233427,0.330697,0.0707665,0.00853049,0.0811168,0.171574,0.0105977,0.0115731,0.00382831,0.00111795,0.077002,0.00897326,0.0379929,0.0415124,0.0121719,0.0272775,0.0409035,0.943029,0.000171268,0.000966768,0.00377855,0.0111506,0.909796,0.0649519,0.841992,0.000486495,0.00562938,0.0196447,0.0241839,0.0302114,0.92596,0,0,0,0,0,0,0,0.00316245,0.00376524,0.0177036,0.00892455,0.00202426,0.00079087,0.010574,9.77E-05,1.81E-05,0.00222548,0.997756
bottlenecks/Clothes/Tops/graphictshirts1357.jpg.txt,0.0503673,0.00175774,0.00820385,0.00315278,0.920423,0.00303403,0.00374501,0.000434675,0.00016514,0.000622872,0.000407546,0.00503293,0.000129305,0.00232195,0.000128713,7.29E-05,0.0445909,0.000143371,0.775034,0.000347355,0.0173236,0.00196969,0.00387174,5.02E-05,0.0032188,0.000625175,0.000288794,0.0129327,0.000512911,0.00030931,0.000493395,0.00160973,0.136679,0.946113,0.0163256,0.000584334,2.30E-05,0.000275547,0.0366788,0.00341201,0.203072,0.690005,0.00519255,0.0311667,0.117395,0.01215,0.0080223,0.862433,0,0,0,0,0,0,0,0.000241919,0.00039406,0.0519297,0.0024737,0.00250268,0.0263537,0.00572981,0.00158822,0.000462375,0.00239916,0.997139
bottlenecks/Clothes/Tops/graphictshirts1312.jpg.txt,0.00420062,0.000430698,0.571568,0.00177618,0.0764475,0.00132991,0.321985,0.00138476,0.000234744,0.000229531,0.000708767,0.00173888,0.00121078,0.0165082,0.000226019,2.05E-05,0.56596,0.00277488,0.0479024,0.00784624,0.153298,0.0259026,0.0168881,0.0115416,0.0235619,0.00798753,0.00202218,0.0418789,0.00633605,0.00374923,0.0129258,0.00857956,0.0608458,0.973456,0.0231112,0.000131973,1.04E-05,0.000453027,0.00283798,0.90946,0.171534,0.992029,0.0012257,0.00921461,0.439214,0.0582569,0.0149888,0.48754,0,0,0,0,0,0,0,0.00263101,0.00113591,0.00715533,0.00372221,0.00170656,0.00157929,0.00528659,0.000501283,0.000918123,0.0196278,0.979454
bottlenecks/Clothes/Tops/solidtshirts14.jpg.txt,0.0222846,0.0152397,0.0279783,0.210624,0.0625882,0.0747307,0.0132702,0.09447,0.0142707,0.00333785,0.0192409,0.317165,0.0235894,0.0931513,0.00762902,0.000430492,0.0439428,0.000959978,0.0248441,0.00328454,0.00831001,0.00381504,0.00658041,0.000508884,0.00176748,0.00100976,0.000854246,0.0160994,0.000619924,0.000632098,0.000324947,0.0107064,0.87574,0.996182,0.00279976,0.000402692,2.84E-05,4.36E-05,0.00054312,0.0282611,0.0238567,0.963839,0.00102171,0.0554258,0.00478801,0.248681,0.186619,0.559912,0,0,0,0,0,0,0,0.00296876,0.000818836,0.0102919,0.00484116,0.00160822,0.00401484,0.00135682,0.000627983,0.0013804,0.0317517,0.966868
bottlenecks/Clothes/Tops/shortsleeveshirts328.jpg.txt,0.00825929,0.340154,0.000830377,0.0013322,0.547466,0.0149592,0.00235931,0.000848798,0.00184325,0.0777643,0.00250228,0.000342749,5.51E-05,0.00119851,1.88E-05,6.56E-05,0.00736402,0.000231417,0.00955658,3.44E-05,0.000222378,0.00181091,0.00119356,0.000139,0.000306177,0.000116529,0.000110318,0.000948231,7.16E-06,0.00114791,9.59E-05,4.59E-06,0.976711,0.00314399,0.000137724,0.946156,0.0490655,1.18E-05,0.00148472,0.0376475,0.0795076,0.0628383,0.78757,0.0722334,0.00635686,0.0212365,0.0152804,0.957126,0,0,0,0,0,0,0,0.00149381,0.00280677,0.102011,0.0490667,0.016092,0.265873,0.0171195,0.00555149,0.069638,0.000250033,0.930112
bottlenecks/Clothes/Tops/graphictshirts476.jpg.txt,0.000372093,5.38E-05,0.00978075,0.000278114,0.00880636,0.414765,0.466274,0.00446313,0.000130353,6.53E-05,0.000807294,0.00822012,0.000862338,0.0849245,0.000189008,8.12E-06,0.0855178,0.000273873,0.0830513,0.000583661,0.017756,0.0501681,0.00671165,0.00104668,0.000653557,2.56E-05,0.000176089,0.019479,0.000528363,0.00141227,0.000769418,0.00725027,0.724596,0.153743,0.000129907,0.722777,0.101316,1.79E-05,0.0220167,0.0257067,0.252529,0.202566,0.428985,0.23134,0.239071,0.00266888,0.00412518,0.754135,0,0,0,0,0,0,0,0.00585109,0.0146398,0.103151,0.00707057,0.0447478,0.366044,0.309699,0.00422283,0.152949,0.00185889,0.845192
bottlenecks/Clothes/Tops/shortsleeveshirts268.jpg.txt,0.974812,0.000410298,0.000175605,6.69E-06,0.00482839,0.0108111,0.000266308,0.00176105,0.000208549,2.68E-06,0.000189349,4.38E-05,1.05E-05,0.00645792,1.36E-05,1.79E-06,0.000902957,6.89E-05,0.00292371,4.49E-05,0.0020508,0.00041557,0.000234745,0.000219103,1.93E-05,3.14E-05,4.61E-07,0.000480711,9.19E-06,5.12E-05,1.99E-05,2.28E-05,0.992504,0.000104888,2.25E-05,0.839763,0.157188,2.43E-06,0.0029191,0.0335974,0.0366933,0.0601536,0.0626459,0.0505267,0.0184048,0.00812656,0.0198893,0.953579,0,0,0,0,0,0,0,0.00189373,0.000427591,0.0027031,0.00150726,0.00657973,0.00583936,0.000950123,0.000432158,0.00162523,0.00222491,0.99615
bottlenecks/Clothes/Tops/shortsleeveshirts114.jpg.txt,4.42E-05,7.93E-07,0.000136881,5.79E-06,0.00388124,0.214179,0.777707,0.000441844,1.46E-05,1.41E-06,0.00024911,6.12E-06,9.78E-07,0.00328587,4.50E-05,3.81E-07,0.0489197,0.00115394,0.00996152,0.000196007,0.00304489,0.012374,0.00240199,0.000836664,0.000381334,4.22E-05,0.000161424,0.00219276,2.89E-05,0.000611617,0.00388326,0.000364267,0.913446,0.072745,0.00228716,0.84745,0.0636181,0.00267253,0.0112276,0.0135267,0.63487,0.446735,0.0639,0.00870558,0.0201735,0.0413469,0.0185489,0.919931,0,0,0,0,0,0,0,0.000318912,0.000189573,0.0957519,0.0629823,0.00589259,0.00904875,0.0489307,0.00227439,0.46352,0.0321729,0.504307
bottlenecks/Clothes/Tops/checkshirts72.jpg.txt,7.29E-05,1.96E-07,0.0120419,3.72E-07,0.00295752,0.793343,0.157758,7.42E-05,7.43E-05,0.000138676,4.70E-05,0.0142842,0.000468398,0.0187347,2.40E-06,1.76E-06,0.039728,0.000292219,0.00552327,0.000465379,0.0124519,0.0221852,0.00517616,4.64E-05,0.00139665,0.000698931,0.000329443,0.0136268,0.000288894,4.83E-05,5.54E-05,0.000209378,0.897478,0.000180447,0.000487545,0.00855188,0.99071,1.08E-07,7.03E-05,0,0,0,0,0,0,0,0,0,0.134785,0.0471066,3.02E-05,0.526402,0.0185091,0.410927,0.589073,0.000309203,0.00035117,0.0191442,0.0723372,0.892857,0.037493,0.0604683,0.35064,0.0286572,0.00416103,0.967182
bottlenecks/Clothes/Tops/polos70.jpg.txt,0.987669,0.00032796,0.00114127,2.19E-05,0.000760673,0.00161794,0.00201564,0.000212985,9.94E-05,0.000229323,0.000264425,0.00363617,0.000344567,0.00127327,0.0003108,7.46E-05,0.00785137,0.000221119,0.00537502,0.000144689,0.00152792,0.00129804,0.00076706,0.000154105,0.000169497,6.01E-05,6.75E-06,0.00240561,2.30E-05,0.000120414,0.000150884,6.25E-05,0.979662,0.0459007,0.00689488,0.069802,0.0045358,0.000247432,0.872619,0.0121908,0.0333683,0.0493455,0.030379,0.037783,0.145454,0.0199514,0.0141189,0.820475,0,0,0,0,0,0,0,0.000527732,0.000188384,0.0165658,0.00278794,0.00326305,0.0185206,0.00363962,0.000870149,0.000142762,0.000302461,0.999555
bottlenecks/Clothes/Tops/solidtshirts378.jpg.txt,0.00240127,0.000464908,0.000492858,0.000678818,0.9849,0.00769278,6.45E-05,0.00152012,0.000586275,0.00023565,0.000335489,3.25E-05,4.56E-05,0.000449542,6.96E-05,3.06E-05,0.028121,0.000150702,0.0818191,0.000469007,0.00809149,0.00236142,0.00675316,0.00420167,0.0012579,0.00399005,0.000481567,0.0182622,0.000295604,0.00134337,0.00240312,0.00186784,0.838131,0.983995,0.00549757,0.000573619,1.91E-06,0.000948183,0.0089836,0.0461027,0.0361949,0.977398,0.000757438,0.0577585,0.0448387,0.0548755,0.0558448,0.844441,0,0,0,0,0,0,0,0.00172869,0.00534338,0.0721644,0.00936005,0.000916978,0.0181649,0.00448153,0.000346235,0.00290753,0.00725474,0.989838
bottlenecks/Clothes/Tops/graphictshirts871.jpg.txt,0.994101,0.000582809,0.00027312,3.05E-07,0.00347273,0.000314269,0.000196825,0.000963679,1.23E-06,1.75E-07,2.41E-06,2.74E-06,8.16E-06,6.71E-05,1.27E-05,1.37E-06,0.0312109,0.000108899,0.885113,7.53E-05,0.016112,0.00343949,0.00773517,0.000712741,0.00533192,0.000543356,0.000223487,0.0306988,0.000815188,0.0108736,0.00250321,0.00246773,0.00203561,0.968045,0.00837302,0.000259672,1.12E-05,0.00110178,0.0222094,0.9703,0.757172,0.928172,0.000492723,0.000877983,0.0799927,0.149255,0.259204,0.511549,0,0,0,0,0,0,0,0.000287763,0.000252556,0.000991604,0.0011748,0.000172672,0.000566086,0.000855387,0.000355354,1.47E-05,9.92E-05,0.999886
bottlenecks/Clothes/Tops/plainshirts3.jpg.txt,0.00399578,0.0168043,0.00820754,0.00931538,0.108354,0.00133536,0.00444256,0.105246,0.00454734,0.735509,0.000208582,0.000242124,1.79E-06,0.000656287,0.00109486,3.93E-05,0.00168968,0.000338997,0.0314673,0.000101821,0.00134891,0.0002013,0.000465522,0.000262606,9.09E-05,0.000885316,5.90E-05,0.011028,2.66E-05,2.83E-05,9.34E-05,0.000261466,0.951651,0.000417309,0.00144451,0.0050205,0.99154,5.45E-05,0.00152275,0,0,0,0,0,0,0,0,0,0.049467,0.288246,0.000477855,0.963516,0.0617999,0.140388,0.859612,0.00451085,0.00115622,0.00146852,0.00378344,0.00511636,0.00647004,0.011988,0.0150865,0.619464,0.00245771,0.378079
bottlenecks/Clothes/Tops/shortsleeveshirts208.jpg.txt,1.77E-05,1.41E-05,0.0297685,0.000515972,0.0145512,0.019705,0.881682,0.0194493,0.0220204,0.00246618,0.000143715,2.14E-05,0.0001815,0.00876212,0.000192777,0.000508118,0.00540821,0.000177383,0.000744829,2.87E-06,0.000194697,1.07E-05,3.07E-05,2.84E-05,4.64E-06,5.81E-05,7.38E-07,0.000795706,1.02E-06,3.36E-06,4.79E-06,2.49E-06,0.992531,7.83E-05,1.45E-06,0.998223,0.00164653,5.14E-08,5.10E-05,0.0563267,0.0601203,0.103288,0.0208577,0.00725016,0.00299773,0.00301252,0.0464206,0.947569,0,0,0,0,0,0,0,0.000259425,0.000219308,0.000349977,0.00528068,0.00372031,0.00470331,0.00260919,0.00413596,0.0325192,0.00863871,0.958842
bottlenecks/Clothes/Tops/graphictshirts1089.jpg.txt,0.0194151,0.000301236,0.174518,0.108119,0.667105,0.00361939,0.00200267,0.000549142,0.00390509,0.00388538,0.000196938,0.00131419,0.00112234,0.0138071,0.000126023,1.39E-05,0.444942,0.000644043,0.0399161,0.00192174,0.119556,0.00860753,0.00193935,0.00923658,0.00141759,0.00056845,0.00104219,0.0022358,0.00176119,0.00320395,0.00208881,0.0010096,0.35991,0.981864,0.00122271,0.00834664,9.10E-05,0.00468289,0.003793,0.0180443,0.0747274,0.940571,0.00881868,0.0087989,0.052606,0.145329,0.00280185,0.799263,0,0,0,0,0,0,0,0.00160012,0.0281799,0.0263259,0.0251361,0.0089664,0.176039,0.202849,0.00089644,8.78E-05,0.00078829,0.999124
bottlenecks/Clothes/Tops/solidtshirts214.jpg.txt,0.00169005,0.000105266,0.0743162,0.0254364,0.0053219,0.0231559,0.0253066,0.00260409,0.0126188,0.00910099,0.0279953,0.218046,0.530662,0.0332407,0.00167471,0.00872464,0.148469,0.00203535,0.0249178,0.00539389,0.0101411,0.00681324,0.00360845,0.00180691,0.00222832,0.000723401,0.00283727,0.00958928,0.00079761,0.00593439,0.00458669,0.00355428,0.766563,0.984627,0.0115831,5.54E-05,5.29E-06,3.91E-05,0.00368971,0.0589324,0.105304,0.893452,0.0222355,0.103909,0.283774,0.0536453,0.00818828,0.654392,0,0,0,0,0,0,0,0.000381799,0.000208738,0.0046056,0.0039889,0.00156765,0.00121941,0.00764783,0.00054256,8.53E-05,0.00621236,0.993702
