bottleneck_dir,bottom-primary-color-white,bottom-primary-color-beige,bottom-primary-color-black,bottom-primary-color-brown,bottom-primary-color-grey,bottom-primary-color-blue,bottom-primary-color-navy,bottom-primary-color-teal,bottom-primary-color-green,bottom-primary-color-olive,bottom-primary-color-pink,bottom-primary-color-red,bottom-primary-color-maroon,bottom-primary-color-purple,bottom-primary-color-orange,bottom-primary-color-yellow,bottom-secondary-color-white,bottom-secondary-color-beige,bottom-secondary-color-black,bottom-secondary-color-brown,bottom-secondary-color-grey,bottom-secondary-color-blue,bottom-secondary-color-navy,bottom-secondary-color-teal,bottom-secondary-color-green,bottom-secondary-color-olive,bottom-secondary-color-pink,bottom-secondary-color-red,bottom-secondary-color-maroon,bottom-secondary-color-purple,bottom-secondary-color-orange,bottom-secondary-color-yellow,bottom-secondary-color-none,bottom-type-long pants,bottom-type-shorts,bottom-material-denim/jeans,bottom-material-cotton,bottom-material-dry-fit,denim-style-ripped,denim-style-acid-wash,denim-style-washed,bottom-patterns-animal-print,bottom-patterns-argyle,bottom-patterns-horizontal-stripe,bottom-patterns-vertical-stripe,bottom-patterns-checkered,bottom-patterns-dotted,bottom-patterns-floral,bottom-patterns-plaid,bottom-style-cargo,bottom-style-dress,bottom-style-chinos,bottom-style-sweatpants,bottom-style-none,bottom-fit-skinny-fit,bottom-fit-slim-fit,bottom-fit-regular-fit,bottom-fit-baggy
bottlenecks/Unlabelled Clothes/Bottoms/chinos500.jpg.txt,0.00090862,0.004216328,0.064800747,0.002019195,0.142278731,0.232711375,0.530014157,0.006771928,0.002482979,0.006623784,0.000235647,3.34E-05,0.002432918,0.003181635,0.001247193,4.14E-05,0.000482735,2.09E-05,0.003705985,7.36E-05,0.002620004,2.22E-05,5.78E-06,3.35E-05,2.91E-06,2.01E-05,4.86E-06,0.000344458,2.63E-06,0.00034758,0.000050582,9.50E-06,0.992252648,0.96939218,0.03060787,0.815377593,0.155933812,0.028688537,0.104364678,0.006907959,0.095611878,0.004549704,0.004298392,0.005967399,0.023576846,0.017440394,0.001455146,0.008132274,0.007206075,0.058394697,0.095558398,0.097405747,0.052690022,0.695951104,0.136995509,0.362848222,0.48985225,0.010304011
bottlenecks/Unlabelled Clothes/Bottoms/jeans43.jpg.txt,0.001157808,0.004313832,0.809894443,0.005217969,0.008400802,0.043757703,0.088695802,0.005299229,0.001956809,0.013784515,0.000969808,0.00035865,0.006624289,0.00631028,0.003216826,4.12E-05,0.000613299,1.98E-05,0.002375896,0.000035178,0.000563683,0.000036443,4.39E-05,3.60E-05,7.71E-06,5.51E-06,2.02E-05,2.64E-05,3.52E-06,0.000240583,0.000101249,1.20E-05,0.995858729,0.924041212,0.075958721,0.740820527,0.226517215,0.032662291,0.024296261,0.0012626,0.036020879,0.018476324,0.002549162,0.004717286,0.03650666,0.005477236,0.000319656,0.003566487,0.009273317,0.034851126,0.014511827,0.098453693,0.201267883,0.650915444,0.111435697,0.790667832,0.092516214,0.005380172
bottlenecks/Unlabelled Clothes/Bottoms/chinos441.jpg.txt,0.061368484,0.315457821,0.035305437,0.368407577,0.039467488,0.002770889,0.006168439,0.003045861,0.013219,0.06645678,0.028019181,0.000309724,0.03523818,0.016839122,0.007423346,0.000502666,0.011969945,0.002927184,0.015530693,0.000404655,0.004566521,7.25E-05,0.000158315,0.000268281,2.84E-05,0.000113211,5.40E-05,0.001304324,1.25E-05,0.000812471,0.00011807,0.000127683,0.961531103,0.975961447,0.02403854,0.398832858,0.559099853,0.042067271,0,0,0,0.027237279,0.00169747,0.005302743,0.018053023,0.010881855,0.001104658,0.019825926,0.007523346,0.018172534,0.11622721,0.536243081,0.206217647,0.123139486,0.295298994,0.43682608,0.210690305,0.057184644
bottlenecks/Unlabelled Clothes/Bottoms/jeans827.jpg.txt,0.001249626,0.002724191,0.874142051,0.007253941,0.008160708,0.011660273,0.06600678,0.001270335,0.001210792,0.010128646,0.000132486,4.87E-05,0.008789063,0.006007976,0.001192883,0.000021592,9.95E-05,2.09E-05,0.003476259,7.39E-06,0.00116373,1.30E-06,1.58E-06,3.77E-05,1.79E-06,6.34E-06,0.000004604,2.81E-05,2.30E-07,2.77E-05,3.73E-06,1.30E-05,0.99510622,0.986426771,0.013573188,0.938271225,0.057886832,0.003842011,0.065991059,0.000844421,0.019078422,0.000941199,0.000747564,0.002053249,0.009668126,0.001070781,0.000100015,0.000855524,0.002242353,0.011666972,0.182374805,0.044430196,0.058213122,0.7033149,0.1375615,0.771362722,0.085161477,0.005914406
bottlenecks/Unlabelled Clothes/Bottoms/jeans437.jpg.txt,0.030326236,0.003303498,0.051802855,0.000639668,0.546825886,0.263168335,0.073833533,0.006571921,0.005561325,0.002966137,0.000886088,0.000389053,0.001662056,0.009982138,0.002000613,8.05E-05,0.000836682,0.00027148,0.003737392,0.000395176,0.005090768,0.000168463,1.03E-05,0.000535023,0.00012162,4.84E-05,7.72E-05,0.001064151,4.13E-05,0.000889256,0.000849445,0.000103099,0.985760391,0.981356859,0.018643189,0.696647227,0.256272674,0.047080115,0.136141256,0.01506166,0.272429615,0.010310426,0.003724153,0.039038595,0.029545229,0.019927749,0.000523727,0.010002714,0.015002948,0.008521657,0.1295304,0.0767994,0.035763826,0.749384701,0.257957667,0.44062379,0.289692611,0.011725918
bottlenecks/Unlabelled Clothes/Bottoms/chinos265.jpg.txt,0.015558804,0.04748353,0.125332296,0.087941945,0.023775633,0.092417888,0.305482954,0.040676694,0.022337858,0.07809753,0.01518922,0.00692316,0.118581578,0.010530286,0.009629996,4.06E-05,0.033660829,2.71E-05,0.015496357,0.00009041,0.000666523,1.26E-05,0.000005836,8.20E-05,5.82E-06,2.71E-05,0.000393259,0.000497177,1.23E-06,0.000303221,9.12E-06,2.33E-05,0.948698223,0.972132385,0.02786766,0.811778247,0.17122975,0.016991982,0.115130939,0.002185773,0.028924078,0.00219381,0.001693436,0.013794398,0.01382951,0.005493191,0.002335787,0.004227238,0.007094544,0.025602609,0.199789763,0.126013398,0.38603276,0.26256147,0.067918629,0.613618136,0.309202611,0.009260662
bottlenecks/Unlabelled Clothes/Bottoms/shorts138.jpg.txt,0.015686438,0.019739147,0.039446928,0.011551226,0.123106398,0.569855332,0.160937324,0.029452842,0.006075426,0.006367094,0.007689067,0.000757135,0.003187477,0.002375485,0.003713836,5.89E-05,0.000814521,7.41E-05,0.003452318,0.000118526,0.004319801,9.92E-05,3.77E-06,0.000108778,2.99E-06,5.18E-05,0.000873677,0.000977824,1.36E-06,0.000361257,0.000319544,0.000106253,0.988314152,0.059963211,0.940036774,0.761271298,0.14111194,0.097616836,0.019336136,0.00440973,0.280202985,0.001461671,0.001706717,0.006134783,0.014101542,0.001627677,0.002281575,0.000641941,0.000913218,0.020707117,0.01371289,0.164553791,0.001160715,0.799865544,0.152030319,0.572611749,0.260990501,0.014367461
bottlenecks/Unlabelled Clothes/Bottoms/jeans261.jpg.txt,7.25E-05,0.000210637,0.036445428,0.000616888,0.005339243,0.807100296,0.147665039,0.000235454,0.000281324,0.000251901,4.06E-05,1.21E-05,0.000410868,0.000867879,0.000448117,1.88E-06,2.08E-05,7.39E-06,0.000727142,3.18E-05,0.000297513,0.000017012,7.42E-07,6.22E-05,2.85E-06,5.35E-06,1.23E-05,2.36E-05,1.45E-06,7.28E-05,1.53E-05,1.08E-05,0.998691022,0.978928983,0.021070957,0.899455667,0.079426847,0.021117473,0.148823366,0.002007197,0.185337097,0.004436059,0.001949169,0.003992769,0.018575881,0.003497043,5.89E-05,0.002419958,0.004324996,0.009320291,0.025076104,0.008365752,0.008442567,0.948795259,0.074652448,0.675823927,0.242978409,0.006545223
bottlenecks/Unlabelled Clothes/Bottoms/jeans814.jpg.txt,0.000029159,0.000789116,0.199566662,0.00060737,0.028058479,0.162657723,0.600282848,0.001115418,0.000296727,0.000464216,0.00013503,7.05E-05,0.000363485,0.005394382,0.00015858,1.02E-05,3.26E-05,8.10E-06,0.000377081,0.000125188,0.001016585,1.59E-05,4.05E-06,3.19E-05,2.03E-06,9.78E-06,2.04E-06,3.05E-05,3.97E-06,1.16E-05,1.12E-05,0.000010468,0.99830699,0.974611938,0.025388017,0.787556171,0.177190915,0.035252929,0.099556431,0.005565609,0.209003672,0.006355402,0.000663277,0.004662112,0.009065501,0.007438825,0.000477308,0.002179819,0.002488178,0.007367781,0.019049762,0.029653801,0.013135843,0.930792809,0.109053098,0.750062287,0.138452217,0.002432462
bottlenecks/Unlabelled Clothes/Bottoms/shorts324.jpg.txt,0.169485048,0.256052047,0.086565569,0.061736707,0.085598461,0.057701804,0.045227841,0.011474012,0.021749191,0.011676668,0.071950562,0.00050318,0.108792029,0.002238012,0.00912841,0.000120526,0.051054541,0.000572563,0.004389525,0.000404351,0.008606043,0.000748163,2.34E-05,0.000300168,6.73E-06,0.000239718,0.002884432,0.002140956,2.25E-06,0.004563516,0.001276398,0.000136951,0.922650278,0.025969965,0.974030078,0.475590468,0.510111511,0.014298013,0,0,0,0.001584166,0.005411602,0.005883896,0.017541101,0.002561051,0.00574215,0.000641023,0.001096276,0.02703285,0.00618691,0.219132453,0.011533546,0.736114264,0.275597841,0.442880184,0.26091823,0.020603757
bottlenecks/Unlabelled Clothes/Bottoms/chinos74.jpg.txt,0.438742489,0.418111384,0.008211539,0.016378744,0.02816611,0.031145193,0.012289974,0.004272258,0.000522229,0.030565096,0.001158873,0.001369827,0.001054508,0.002852233,0.005136669,2.28E-05,0.001749842,0.000161744,0.004638547,0.000132156,0.000843011,5.29E-05,1.37E-06,3.57E-05,5.30E-06,2.07E-05,2.21E-05,0.000688839,8.87E-07,0.000087847,1.16E-05,1.16E-05,0.991535783,0.918055892,0.081944145,0.243659318,0.725999117,0.030341579,0,0,0,0.004796578,0.00018103,0.001627647,0.004643138,0.005855054,0.000573809,0.002211791,0.001648589,0.013359237,0.11567802,0.474463195,0.12374419,0.272755265,0.037121553,0.732512653,0.219944611,0.010421096
bottlenecks/Unlabelled Clothes/Bottoms/chinos280.jpg.txt,0.001347093,0.0254684,0.572194338,0.108922504,0.074708268,0.036193144,0.019102965,0.011151543,0.011333979,0.125934616,0.00066562,1.24E-05,0.00873258,0.00243016,0.001774003,0.000028457,0.001079585,2.72E-05,0.001648392,6.38E-05,0.007834885,1.47E-05,2.97E-06,0.000127825,6.86E-06,9.87E-05,1.73E-05,0.000176336,1.11E-05,0.000330444,1.65E-05,3.19E-05,0.988511562,0.995971859,0.004028072,0.707806408,0.27628234,0.015911268,0.299638897,0.00313476,0.038056828,0.016990988,0.00174436,0.009502228,0.022386517,0.006582044,0.000496943,0.001683405,0.008736263,0.070624039,0.312692732,0.052940797,0.086546697,0.47719571,0.027596893,0.572932839,0.376553148,0.022917241
bottlenecks/Unlabelled Clothes/Bottoms/jeans1052.jpg.txt,0.000349379,0.001061849,0.046933442,0.001787687,0.012931638,0.893277109,0.035295494,0.001091673,0.001283899,0.002354165,8.52E-05,0.000153832,0.000478239,0.001064995,0.001847606,3.70E-06,8.63E-05,1.62E-05,0.000915329,0.000223288,0.000473023,2.19E-05,3.90E-06,0.000175792,8.79E-06,9.14E-06,0.000123861,3.52E-05,1.20E-06,8.29E-05,9.74E-06,1.92E-05,0.997794151,0.988711059,0.011288967,0.820873559,0.141042098,0.038084332,0.121923983,0.004451668,0.218235761,0.0029137,0.001058684,0.006291017,0.025841555,0.004184689,0.000246959,0.003029917,0.005904645,0.013021781,0.010159999,0.015571431,0.021609824,0.939636946,0.042455904,0.533406735,0.422675073,0.00146224
bottlenecks/Unlabelled Clothes/Bottoms/shorts200.jpg.txt,0.175378606,0.044971973,0.288481265,0.014070331,0.010922772,0.006591491,0.025114037,0.005813585,0.009664091,0.027353261,0.272141844,0.006849835,0.065935157,0.007609537,0.038694568,0.00040767,0.010036703,0.002306288,0.053316832,0.004215523,0.014204213,0.00123882,0.000891147,0.000140302,4.16E-05,0.000151976,0.00077217,0.007085302,1.07E-05,0.006692134,0.007124076,0.000418553,0.891353667,0.015789311,0.98421073,0.708163381,0.21741347,0.074423224,0.001871415,0.002423979,0.067221813,0.005931685,0.004632235,0.001747208,0.00829214,0.00277829,0.008824745,0.002600015,0.005426943,0.040066082,0.02588832,0.375576645,0.043166205,0.515302658,0.171675965,0.728567421,0.078617863,0.0211388
bottlenecks/Unlabelled Clothes/Bottoms/shorts585.jpg.txt,0.010527574,0.007921164,0.519936204,0.011549654,0.00936607,0.028961184,0.036357038,0.031773318,0.002950673,0.001191014,0.273295283,0.01618625,0.040136345,0.002482575,0.007206926,0.00015872,0.01555982,0.000825733,0.015095281,0.000473196,0.005840906,0.000269839,0.000201649,9.66E-05,1.30E-05,0.000260288,0.003327667,0.003527425,0.000055494,0.002385199,0.001704006,0.000511908,0.94985193,0.015684182,0.984315813,0.59579891,0.212427706,0.191773385,0.007232723,0.001548017,0.19497633,0.005512752,0.003854369,0.002655233,0.011375976,0.006816307,0.011688866,0.003443933,0.00571621,0.017952718,0.012266742,0.451327235,0.009306103,0.509147167,0.110965587,0.73319006,0.137467071,0.01837717
bottlenecks/Unlabelled Clothes/Bottoms/jeans82.jpg.txt,0.000102215,0.00038535,0.02095528,0.000879784,0.014078111,0.761240602,0.195607439,0.002109788,0.000950915,0.000411139,0.000227144,5.81E-05,0.000645453,0.001568893,0.000763199,1.64E-05,0.000777385,0.000117983,0.004372698,0.000681707,0.003763814,0.00037617,2.52E-05,0.000507717,6.00E-05,0.000101077,0.00029059,0.000462199,3.18E-05,0.001080973,0.000281223,0.000317607,0.986751914,0.956969917,0.043030027,0.68845433,0.246683389,0.064862348,0.121106871,0.010592475,0.433364809,0.008319743,0.003975012,0.018839397,0.071072362,0.024811534,0.000475079,0.022329383,0.028631682,0.00847401,0.043097124,0.018427296,0.020387236,0.909614325,0.147412241,0.485216826,0.363025606,0.004345394
bottlenecks/Unlabelled Clothes/Bottoms/jeans138.jpg.txt,0.000178274,0.001050853,0.058103792,0.000718356,0.013373063,0.7676422,0.149645791,0.00042455,0.000550686,0.001200509,0.000370134,4.23E-05,0.001495751,0.004626237,0.000555886,2.18E-05,7.22E-05,3.58E-05,0.001832633,0.000138597,0.001888304,0.000102779,9.63E-06,0.000193822,2.12E-05,0.000024203,0.000017685,0.000132502,1.20E-05,0.000388107,8.78E-05,4.92E-05,0.994993627,0.957820058,0.042179909,0.78553611,0.189910755,0.024553143,0.162443727,0.008258161,0.288708508,0.004820879,0.002350322,0.010944753,0.038394768,0.00621128,0.000129958,0.00189671,0.012228407,0.015961554,0.016373314,0.021575823,0.028691448,0.917397857,0.249818653,0.556616068,0.178929895,0.014635403
bottlenecks/Unlabelled Clothes/Bottoms/chinos151.jpg.txt,0.016008971,0.016290002,0.601542056,0.018538635,0.099562638,0.022627527,0.14596203,0.002448706,0.006865015,0.030342333,0.00056251,0.00087007,0.025582437,0.009623625,0.003124881,4.86E-05,0.000218394,0.000160338,0.001892138,2.56E-05,0.00026806,1.28E-05,3.11E-06,2.16E-05,2.94E-06,2.64E-05,8.81E-06,6.13E-05,1.24E-06,3.98E-05,0.000014803,6.12E-05,0.997181416,0.932778657,0.067221373,0.777742147,0.216487557,0.005770276,0.01480528,0.000759946,0.00886271,0.002648228,0.000938341,0.002118201,0.005420282,0.001816589,0.000502601,0.002003694,0.002576564,0.004516987,0.076193944,0.169840261,0.28652674,0.462922067,0.100818753,0.75025171,0.120313346,0.028616225
bottlenecks/Unlabelled Clothes/Bottoms/jeans573.jpg.txt,0.000227512,0.00010814,0.14690946,0.001103341,0.006128521,0.617858827,0.223295674,0.000465758,0.000162347,0.000300933,0.000100913,0.00025973,0.000848012,0.001895775,0.000313058,2.20E-05,0.000042026,0.000008367,0.001230876,2.00E-05,0.00079563,4.49E-05,2.92E-07,5.52E-05,3.35E-06,7.83E-06,3.10E-06,0.00017125,1.60E-06,5.42E-05,5.00E-05,1.46E-05,0.997496784,0.950477362,0.049522657,0.83535856,0.144443795,0.020197669,0.082969122,0.000535488,0.23954834,0.001941042,0.001714193,0.00458392,0.005727944,0.004079403,0.000155401,0.000732152,0.003163714,0.003846587,0.016278863,0.00300726,0.004143338,0.972723961,0.217514709,0.518157661,0.261470288,0.00285732
bottlenecks/Unlabelled Clothes/Bottoms/jeans1210.jpg.txt,8.76E-05,0.002126174,0.074624769,0.000871171,0.084082454,0.66703248,0.149554581,0.001508876,0.001323474,0.002461154,0.000344346,3.54E-05,0.000767571,0.013657488,0.001497958,2.44E-05,2.68E-05,0.00001348,0.000739843,0.00005881,0.00093158,2.20E-05,3.47E-06,5.87E-05,9.79E-06,1.48E-05,2.17E-06,6.97E-05,2.46E-06,0.000131119,6.53E-06,1.59E-05,0.997892797,0.988074124,0.011925861,0.815324485,0.167978838,0.016696569,0.039603069,0.006784509,0.13822715,0.007173597,0.002369196,0.003659563,0.044220895,0.010522878,0.000093101,0.005155024,0.009412057,0.025703155,0.017001435,0.010216662,0.111611985,0.835466802,0.140300334,0.565294147,0.278328955,0.016076617
bottlenecks/Unlabelled Clothes/Bottoms/chinos790.jpg.txt,0.016235124,0.138121337,0.090762042,0.236656562,0.039489355,0.001195604,0.00694193,0.000960505,0.012904216,0.407026976,0.002288053,0.000219028,0.035514213,0.005867636,0.005752777,6.47E-05,0.019810133,0.000459243,0.017524546,0.003672292,0.023813011,0.000157078,0.000240449,0.000428157,5.22E-05,0.000309005,0.000118076,0.000246751,1.29E-05,0.001734983,7.70E-05,0.000224876,0.931119382,0.965135992,0.034863964,0.425090313,0.501047432,0.073862292,0,0,0,0.039890744,0.002642241,0.00592861,0.051232975,0.007835374,0.005318041,0.011571373,0.004899399,0.100281797,0.073845156,0.108474717,0.676718235,0.040680077,0.046499871,0.692224562,0.248317108,0.012958425
bottlenecks/Unlabelled Clothes/Bottoms/chinos704.jpg.txt,0.775039136,0.090127029,0.015982918,0.007330054,0.037092675,0.010584182,0.006857667,0.001956799,0.011159322,0.01512776,0.004286383,0.000580166,0.009741134,0.011086628,0.00304024,7.81E-06,0.004559113,0.00019109,0.005431201,0.001096334,0.003725315,0.000810538,3.87E-05,0.000371238,7.72E-05,0.000228899,0.000507678,0.000737808,7.30E-06,0.000386685,0.000093103,6.41E-05,0.981673718,0.972679853,0.027320134,0.807715297,0.179192528,0.013092158,0.088499606,0.007210386,0.015636895,0.010606786,0.009381585,0.004274142,0.021734858,0.018999813,0.001370237,0.007842075,0.047782891,0.031390626,0.151835501,0.185627282,0.278837264,0.352309316,0.141640708,0.506707549,0.326443702,0.025208063
