bottleneck_dir,shoes-primary-color-white,shoes-primary-color-beige,shoes-primary-color-black,shoes-primary-color-brown,shoes-primary-color-grey,shoes-primary-color-blue,shoes-primary-color-navy,shoes-primary-color-teal,shoes-primary-color-green,shoes-primary-color-olive,shoes-primary-color-pink,shoes-primary-color-red,shoes-primary-color-maroon,shoes-primary-color-purple,shoes-primary-color-orange,shoes-primary-color-yellow,shoes-secondary-color-white,shoes-secondary-color-beige,shoes-secondary-color-black,shoes-secondary-color-brown,shoes-secondary-color-grey,shoes-secondary-color-blue,shoes-secondary-color-navy,shoes-secondary-color-teal,shoes-secondary-color-green,shoes-secondary-color-olive,shoes-secondary-color-pink,shoes-secondary-color-red,shoes-secondary-color-maroon,shoes-secondary-color-purple,shoes-secondary-color-orange,shoes-secondary-color-yellow,shoes-secondary-color-none,shoes-type-boat/loafer,shoes-type-boots,shoes-type-sneakers,shoes-type-sport,shoes-type-sandals,shoes-type-dress-shoes,shoes-type-casual-shoes,shoes-others-toe-cap,shoes-others-gum-sole,shoes-others-with-logo,shoes-others-high-cut,shoes-materials-leather,shoes-materials-canvas,shoes-materials-suede,shoes-materials-rubber
bottlenecks/Unlabelled Clothes/Shoes/shoes1689.jpg.txt,0.000695238,3.17E-05,0.808530688,0.143819764,0.013133658,0.000358714,0.005236379,0.000314809,0.000365626,0.00434351,0.000391842,0.001769218,0.020567922,0.000229858,0.000057905,0.000153126,0.044728048,4.98E-05,0.012741558,0.022673648,0.004915153,0.00184108,0.004676643,3.80E-05,0.000013106,2.29E-05,1.84E-05,9.62E-05,0.000385713,0.000342716,4.33E-07,0.000268833,0.90718782,0.222362906,0.154387519,0.08252506,0.11625988,0.002609207,0.382417172,0.039438199,0.009889694,0.00507605,0.028297521,0.439218044,0.825390399,0.017262327,0.040785939,0.000213953
bottlenecks/Unlabelled Clothes/Shoes/shoes302.jpg.txt,6.55E-05,0.000122061,0.937912107,0.044595346,0.000694661,0.000174916,0.004390172,6.98E-05,0.000129887,0.000388619,4.33E-05,0.000582651,0.010133484,0.000502447,0.000051857,0.000143287,0.057997331,0.001334999,0.047106661,0.338532329,0.010689703,0.002816352,0.009063101,0.00023702,5.87E-05,0.000101225,4.20E-05,1.85E-05,0.019712279,0.000204092,1.29E-05,0.001031869,0.511040986,0.941798031,0.001025748,0.001405034,0.000692362,3.16E-05,0.043039415,0.012007763,0.008370461,0.007031973,0.024748743,0.034553282,0.845398426,0.014357468,0.213595867,0.00161117
bottlenecks/Unlabelled Clothes/Shoes/shoes2576.jpg.txt,0.261370331,0.010848938,0.18110621,0.007952318,0.491378874,0.001482863,0.011069893,8.35E-05,0.005903821,0.005671232,0.002259128,0.002397382,0.002279555,0.001886905,0.000302391,0.01400662,0.778063238,6.44E-06,0.001942916,0.005383956,0.006805981,0.007498115,0.015454996,0.0003442,0.003235998,0.000391332,8.62E-05,0.000658352,0.000121482,1.04E-07,6.44E-08,0.000486519,0.179519936,0.000565827,0.002855304,0.960899234,0.016429368,0.00497184,0.005148539,0.009129934,0.028100081,0.012065618,0.35148415,0.0320931,0.402130842,0.21853669,0.105477303,0.007258283
bottlenecks/Unlabelled Clothes/Shoes/shoes2063.jpg.txt,0.081350103,0.000536841,0.705387056,0.020270083,0.159173802,0.009221335,0.006720504,0.000268966,0.00182858,0.002655805,0.008575718,0.000094533,0.000158865,0.003715013,7.47E-06,3.54E-05,0.114441007,3.63E-05,0.383389235,0.00662695,0.021879632,0.002614537,0.06422288,0.000185133,0.013138372,8.02E-05,0.001333635,0.000163663,1.05E-05,0.000000282,8.05E-11,0.002071378,0.3898063,0.001200925,0.001424248,0.070871592,0.466947019,0.452185929,0.006063808,0.001306542,0.063706018,0.000929522,0.198371708,0.042977456,0.170933917,0.130032823,0.003849987,0.742375672
bottlenecks/Unlabelled Clothes/Shoes/shoes2249.jpg.txt,0.010653938,0.003587435,0.250182062,0.013122035,0.542884588,0.01754049,0.044818636,0.00061383,0.005909618,0.084474623,0.011074221,0.003083135,0.003202769,0.007592584,0.000390443,0.000869534,0.494372696,7.00E-05,0.033982709,0.081820145,0.016500095,0.006468869,0.10217765,0.000539763,0.00170056,0.000220253,0.000306986,0.000200424,0.001250604,5.00E-06,1.57E-08,0.001285894,0.25909844,0.027718851,0.014525787,0.491307557,0.349185616,0.092183098,0.00123411,0.023844956,0.005028204,0.01214173,0.266778261,0.120520242,0.071375601,0.059996419,0.128783673,0.031671457
bottlenecks/Unlabelled Clothes/Shoes/shoes455.jpg.txt,0.002690947,0.00069359,0.73444742,0.192733124,0.031258728,0.004534934,0.004188784,0.000489815,0.00056108,0.004320506,0.000646928,0.001419636,0.018628929,0.003112243,8.17E-05,0.000191651,0.033387467,0.000433465,0.039001569,0.057490803,0.006450149,0.00219907,0.004592679,0.000094087,0.000397382,0.000583324,0.000196566,9.93E-05,0.001207773,0.000223533,4.02E-06,0.000960358,0.852678478,0.345434576,0.060567241,0.095334299,0.052446257,0.003724023,0.322017163,0.12047641,0.027017973,0.01034015,0.058729146,0.16639033,0.919943512,0.018455725,0.046534654,0.001816744
bottlenecks/Unlabelled Clothes/Shoes/shoes3184.jpg.txt,0.0610785,0.000302473,0.334375531,0.020265902,0.572742105,0.001196462,0.006541594,7.05E-05,0.000477424,0.001115851,0.000224078,0.000312209,0.000329695,0.000298582,1.86E-05,0.000650428,0.363089472,5.98E-05,0.056619775,0.014689939,0.033597078,0.006965314,0.094547018,0.000662579,0.00354699,6.20E-05,0.000315802,0.003117059,1.39E-05,5.04E-07,4.59E-10,0.001304286,0.421408415,0.000418888,0.013776055,0.615925908,0.355879247,0.004240696,0.001039143,0.008720055,0.082513951,0.007984814,0.580772519,0.282476157,0.022984101,0.157710061,0.065989226,0.000828462
bottlenecks/Unlabelled Clothes/Shoes/shoes789.jpg.txt,0.004933193,0.000900995,0.238509402,0.514224827,0.102169819,0.001309072,0.014493591,0.000632311,0.000318735,0.004042738,0.001500064,0.001500923,0.114640996,0.000214618,0.000204316,0.000404356,0.01013343,0.000120087,0.029683249,0.042422906,0.004154962,0.001822561,0.003853325,7.84E-06,0.000161873,0.000008758,1.21E-05,0.000291674,0.000589241,3.97E-06,4.68E-07,0.000371909,0.90636164,0.007743972,0.624001682,0.066816226,0.00767988,0.000942203,0.261152506,0.0316635,0.026315462,0.005359512,0.010673714,0.94957757,0.921040118,0.022908131,0.154723629,0.000146742
bottlenecks/Unlabelled Clothes/Shoes/shoes1393.jpg.txt,0.007168561,0.00423555,0.859101772,0.056574903,0.011226501,0.00254346,0.002057381,8.06E-05,0.000755571,0.005645292,0.001170242,0.006013955,0.026852639,0.009731594,0.002074086,0.004767897,0.090784237,0.000906207,0.091168195,0.045889348,0.01305085,0.01186352,0.012914422,0.001084046,0.00034598,0.000734338,6.43E-05,0.000183887,0.001287104,0.001504557,1.77E-06,0.001267654,0.726949513,0.215681464,0.058761571,0.163237497,0.311174572,0.002798941,0.227437303,0.020908691,0.008086054,0.008422438,0.051165074,0.05764835,0.886099875,0.013939525,0.040710013,0.001328561
bottlenecks/Unlabelled Clothes/Shoes/shoes134.jpg.txt,0.00153443,0.000421207,0.787948012,0.161280856,0.003106961,0.001159322,0.001872057,8.45E-05,0.000273533,0.003805363,0.000770272,0.005483832,0.029609438,0.002134775,0.000105674,0.000409959,0.025759494,0.000285417,0.054426987,0.063363209,0.005151936,0.001222432,0.004724863,0.000136748,5.17E-05,0.000149065,4.51E-05,0.00012877,0.002495392,0.000447655,6.00E-06,0.000716758,0.8408885,0.366266131,0.013218732,0.00922049,0.006580357,0.000798327,0.58260268,0.021313233,0.018107064,0.008606926,0.029467434,0.106496669,0.965817154,0.010340574,0.031579882,0.001077802
bottlenecks/Unlabelled Clothes/Shoes/shoes1563.jpg.txt,0.015052728,1.85E-05,0.038189184,0.008624789,0.934607744,0.000653344,0.001358071,1.02E-05,0.000160325,4.02E-05,0.000269369,0.000161026,0.000733024,8.92E-05,0.000002114,3.03E-05,0.171911478,1.66E-06,0.074862674,0.000751693,0.00454106,0.009832346,0.2672593,7.66E-06,0.001239782,4.10E-05,0.000127163,1.21E-05,1.63E-05,2.45E-08,5.36E-11,0.000153164,0.469242781,0.284901142,0.013481948,0.204520017,0.301385194,0.045162834,0.139396414,0.011152376,0.037335917,0.000355219,0.218023717,0.058799841,0.071841046,0.10978169,0.035292521,0.060968462
bottlenecks/Unlabelled Clothes/Shoes/shoes1685.jpg.txt,0.068657875,0.004703839,0.041536067,0.684231699,0.115000404,0.00165565,0.016096998,0.000790155,0.002459828,0.040073801,0.005297063,0.003756966,0.008549625,0.000139872,0.006287443,0.000762726,0.204682306,0.000658931,0.023969537,0.203315988,0.008888817,0.012511301,0.013228671,0.000853681,0.002022616,0.000159502,0.000123675,0.001509279,0.000287725,3.81E-06,7.26E-06,0.001214238,0.526562631,0.001284481,0.124355823,0.66248858,0.103742905,0.069568783,0.011699223,0.026860179,0.034068864,0.018927937,0.132688835,0.876153231,0.065278791,0.177967727,0.318422049,0.010819949
bottlenecks/Unlabelled Clothes/Shoes/shoes1949.jpg.txt,0.000796096,0.000560758,0.263215572,0.585549176,0.009188647,0.001155982,0.009027983,0.000829942,0.000358798,0.010990371,0.000376664,0.011077552,0.103653699,0.001546522,0.000679581,0.00099269,0.042795152,0.001748145,0.064652771,0.187037811,0.003868163,0.0026744,0.005443791,0.000165555,7.12E-05,0.000176875,5.70E-05,7.76E-05,0.004356068,0.001903788,0.000114664,0.001557362,0.68329972,0.433246285,0.075739861,0.038622499,0.015017607,0.000304832,0.367827028,0.069241896,0.012732145,0.025601368,0.07210546,0.382637709,0.741973937,0.02953577,0.231953666,0.000316054
bottlenecks/Unlabelled Clothes/Shoes/shoes376.jpg.txt,0.03505845,0.032432664,0.044718508,0.506281972,0.035253394,0.018929586,0.033793144,0.000547104,0.004232529,0.02564358,0.001783186,0.007883619,0.227003589,0.001786471,0.011172444,0.013479758,0.033174738,0.00045568,0.002387204,0.875273287,0.001558172,0.002265505,0.001846088,0.00035027,0.000225453,1.77E-05,1.88E-05,3.11E-05,0.000111968,0.000006701,1.04E-05,0.000339315,0.08192756,0.012288423,0.075895779,0.525665879,0.214969531,0.011636675,0.004173751,0.155369937,0.017576011,0.068627849,0.335707516,0.568101883,0.047244616,0.085244782,0.4921664,0.000260354
bottlenecks/Unlabelled Clothes/Shoes/shoes3123.jpg.txt,0.00015651,0.000483863,0.008333767,0.9620291,0.002912538,0.000244491,0.000635602,8.07E-05,0.000231711,0.005855421,0.00058011,0.002975879,0.014538317,0.000119942,0.00068664,0.000135284,0.164486006,0.000952141,0.318025053,0.098444872,0.006935858,0.002195313,0.005819403,0.000411924,0.000143794,0.003099277,0.000218205,0.000108861,0.002222417,0.000101163,1.30E-05,0.001986995,0.3948358,0.921752155,0.002129103,0.006433357,0.000848007,0.005129552,0.02120371,0.04250424,0.01969244,0.053051233,0.04923581,0.073109895,0.348936945,0.034896318,0.573305905,0.007834259
bottlenecks/Unlabelled Clothes/Shoes/shoes1391.jpg.txt,0.024983181,0.002010121,0.622829318,0.047513962,0.085543558,0.074074529,0.1097821,0.000834114,0.003912662,0.001491618,0.005475498,0.007441583,0.00873127,0.000601715,0.001911585,0.002863104,0.639912844,0.005266958,0.028520845,0.132393539,0.005376125,0.028484516,0.047575742,0.000561367,0.000993301,7.65E-05,0.001211442,0.001439785,0.001236699,0.000169048,1.92E-05,0.00327455,0.103487514,0.038620424,0.07676632,0.448779404,0.248733878,0.018108005,0.074907832,0.094084114,0.02001795,0.033851054,0.251916528,0.235041589,0.257843107,0.100956269,0.115414456,0.018316738
bottlenecks/Unlabelled Clothes/Shoes/shoes2415.jpg.txt,0.000199675,0.000550011,0.814222038,0.147149056,0.024986511,0.001288839,0.001726869,0.00019773,0.000435272,0.00068655,0.000816231,0.002024299,0.005121754,0.000439883,3.32E-05,0.000122148,0.065802939,0.002228795,0.159061745,0.071479797,0.015319006,0.012820717,0.019438425,0.00031787,0.000210023,0.000138761,0.000117747,0.000257911,0.003665532,0.000753764,0.000208103,0.000708166,0.647470653,0.024868351,0.096436307,0.053310257,0.008009854,0.000687815,0.775183797,0.041503601,0.049912408,0.014666894,0.021808462,0.47704792,0.955961943,0.026457015,0.069334865,0.000916241
bottlenecks/Unlabelled Clothes/Shoes/shoes978.jpg.txt,0.002112475,8.42E-05,0.640149415,0.031010192,0.024127474,0.009789458,0.031748075,0.006216751,0.004438879,0.060747773,0.000494522,0.038946863,0.083303385,0.009807221,0.001980648,0.055042837,0.62991792,0.001459576,0.041308012,0.046182219,0.050635312,0.020366892,0.175128952,0.008443876,0.000576217,3.10E-05,0.000297566,0.007863734,0.010462853,0.003370158,3.19E-05,0.000769878,0.003153882,0.005606047,0.004249436,0.13760744,0.848952115,0.000612831,0.000543658,0.002428378,0.034662958,0.018378571,0.85788691,0.163439065,0.004998277,0.031172957,0.536349416,0.001892659
bottlenecks/Unlabelled Clothes/Shoes/shoes2059.jpg.txt,0.023936655,0.015137612,0.402454585,0.079324424,0.298950017,0.006550427,0.043424573,0.000123107,0.002634222,0.065310091,0.013675895,0.014280368,0.026813729,0.001803552,0.002302454,0.003278429,0.064421132,0.000108822,0.025617968,0.078452416,0.000720553,0.001179486,0.002419554,2.04E-05,0.00028814,1.14E-05,4.38E-05,1.66E-05,0.00036288,1.74E-06,4.60E-09,0.000831456,0.825503647,0.057953492,0.202804923,0.177382305,0.111082278,0.341252834,0.031941313,0.077582881,0.003576856,0.010951883,0.058789231,0.361255676,0.489422172,0.023641143,0.056828901,0.044534657
bottlenecks/Unlabelled Clothes/Shoes/shoes2866.jpg.txt,0.023227191,0.004774998,0.3130005,0.501048207,0.020953333,0.006166031,0.011987908,0.000613646,0.002453899,0.029327231,0.014040302,0.007436916,0.045136817,0.008164132,0.010333547,0.001335288,0.036463041,0.01030671,0.027522134,0.605717421,0.003338127,0.003568369,0.00760925,0.000353274,0.00098184,0.001393862,0.000271203,0.000316601,0.001113269,0.000749756,2.22E-05,0.007335915,0.292936951,0.070861146,0.092792884,0.079702571,0.022959298,0.013716437,0.180282041,0.539685607,0.014441832,0.036034916,0.038525838,0.488672108,0.865294695,0.049372815,0.197972253,0.01561248
bottlenecks/Unlabelled Clothes/Shoes/shoes1482.jpg.txt,0.004801211,0.007129516,0.129431233,0.226745799,0.028589217,0.007412983,0.035654482,0.00319255,0.007562724,0.038782504,0.003230432,0.25864318,0.220727995,0.003065225,0.009441701,0.015589264,0.32803458,0.008195313,0.070332743,0.32039547,0.011450153,0.011082056,0.027803838,0.000907222,0.001693892,0.001049054,0.000198218,0.001952173,0.007477672,0.00235717,0.000222813,0.002037221,0.20481047,0.095618948,0.065271758,0.341954172,0.174417928,0.001839993,0.060813326,0.260083884,0.017005051,0.032549653,0.248013139,0.496405184,0.21484232,0.044094864,0.7096259,0.000503429
bottlenecks/Unlabelled Clothes/Shoes/shoes2195.jpg.txt,0.000739326,0.002017315,0.725201786,0.161294177,0.076081239,0.003447018,0.003711599,0.00010963,0.000405092,0.009561878,0.007776195,0.002087891,0.004107167,0.001647464,0.00161652,0.000195701,0.082758561,0.011206505,0.103382826,0.124491535,0.009374072,0.004925392,0.002359377,0.000110478,0.0003107,0.000228363,0.000263839,0.0002546,0.002503437,0.002231503,0.000150648,0.001942939,0.653505206,0.076939486,0.124412417,0.05118743,0.023803905,0.003372882,0.296931446,0.42335242,0.020391921,0.036487494,0.029114287,0.60775882,0.838780463,0.013605252,0.080276847,0.001437044
bottlenecks/Unlabelled Clothes/Shoes/shoes2320.jpg.txt,0.000424338,2.11E-05,0.176897034,0.634726942,0.022652296,0.000135496,0.004287975,9.91E-05,8.41E-05,0.002260002,0.000114159,0.001336447,0.156283885,0.000182042,1.75E-05,0.000477497,0.128840551,9.29E-05,0.191506118,0.014459959,0.002050789,0.001028728,0.012270086,2.96E-05,1.78E-05,0.000126985,2.14E-05,0.000119965,0.002169036,0.000061136,0.000001004,0.000223406,0.646980465,0.553796113,0.00181907,0.001368548,0.000585415,0.000159202,0.435017616,0.007253981,0.019249935,0.001200189,0.014298,0.10591571,0.950530767,0.005285755,0.078786343,0.0002182
bottlenecks/Unlabelled Clothes/Shoes/shoes1268.jpg.txt,0.009067173,0.003660796,0.257383376,0.015250829,0.593130112,0.004234491,0.069301128,0.003573343,0.00653589,0.01118752,0.004283446,0.006252967,0.015227547,0.000128806,0.000429809,0.000352788,0.635082245,0.000008775,0.002657375,0.006085104,0.000627359,0.002719205,0.001564991,0.001428188,0.00070741,1.59E-05,1.45E-05,4.22E-05,0.000356432,1.91E-07,7.75E-08,3.22E-05,0.348657757,0.000262085,0.035567768,0.8677423,0.058588862,0.014027385,0.001142955,0.022668695,0.077746272,0.042968232,0.409882277,0.896206617,0.006832773,0.506285489,0.361951977,0.008234723
bottlenecks/Unlabelled Clothes/Shoes/shoes277.jpg.txt,0.001536722,0.004204099,0.349252105,0.063663393,0.191790909,0.063083701,0.011654678,0.053544521,0.021426277,0.108175665,0.001045357,0.004956309,0.014996393,0.05193333,0.017887982,0.040848561,0.40526852,0.00448524,0.067525782,0.004726029,0.257385165,0.041286208,0.056195281,0.063302688,0.001655158,0.000120447,0.001761131,0.002008005,0.03051405,0.031525344,0.000061394,0.005152394,0.027027067,0.000188086,0.002993961,0.099441201,0.896523476,3.70E-05,0.00016703,0.000649239,0.033562578,0.030150918,0.967163324,0.155477881,0.006091785,0.008635666,0.434844911,0.000227012
bottlenecks/Unlabelled Clothes/Shoes/shoes1933.jpg.txt,0.182289735,0.081444785,0.248562306,0.107590534,0.139393643,0.019338422,0.065937273,0.005064972,0.010905844,0.029488508,0.009328914,0.029321689,0.050243106,0.002988382,0.003284386,0.014817551,0.358108491,0.004266229,0.039416097,0.164398164,0.132322669,0.015641702,0.061999489,0.00446435,0.004355755,0.000484157,0.000807239,0.003135922,0.002808888,0.000148575,3.45E-05,0.00296295,0.204644874,0.000866057,0.019109624,0.864742458,0.105129674,0.003522558,0.001308355,0.005321237,0.034076225,0.025112273,0.599972963,0.333128631,0.426240444,0.088261046,0.157856941,0.002192322
bottlenecks/Unlabelled Clothes/Shoes/shoes170.jpg.txt,0.001604342,0.000845177,0.229312718,0.108075954,0.057399984,0.015538224,0.024058014,0.007656807,0.028643638,0.12311846,0.003110342,0.195513159,0.030908762,0.00306111,0.001989046,0.169164285,0.857171893,0.004521913,0.018635305,0.009948669,0.032076363,0.004587633,0.008540808,0.018657627,0.00075789,1.82E-05,0.000307656,0.014664236,0.022564998,0.00224555,0.00024403,0.001967517,0.003089626,0.000279866,0.010095399,0.320181072,0.66810441,0.000676834,6.06E-05,0.000601819,0.066614494,0.24620159,0.903559327,0.380861819,0.012868271,0.011549921,0.33987686,0.011426948
bottlenecks/Unlabelled Clothes/Shoes/shoes2843.jpg.txt,0.005239785,0.013465951,0.025965991,0.777199268,0.120187827,0.001673733,0.004017908,0.00086952,0.001330409,0.000861862,0.005775469,0.00930675,0.031312514,0.000239618,0.001942055,0.000611382,0.273984194,0.001364044,0.130618736,0.379076809,0.001420891,0.006932438,0.012000738,0.000436769,0.000477484,0.000606037,0.000227581,0.000283245,0.002986716,1.81E-05,2.43E-05,0.001105886,0.188436016,0.136644766,0.060132761,0.260600001,0.09195701,0.052410226,0.025413407,0.372841865,0.01142697,0.035682201,0.095406778,0.400855333,0.178742081,0.071883723,0.520103276,0.014691799
bottlenecks/Unlabelled Clothes/Shoes/shoes538.jpg.txt,0.00083077,0.000195995,0.442558706,0.490389586,0.011903813,0.00023045,0.004245478,0.000245826,0.000187085,0.002043657,0.000125822,0.003169974,0.042628765,0.000220459,5.32E-05,0.000970361,0.013742403,0.000399338,0.028007852,0.023743484,0.001505424,0.001032235,0.003979482,6.76E-05,1.91E-05,0.000273971,1.14E-05,4.38E-05,0.004062708,0.000058796,8.02E-06,0.000231634,0.92281276,0.743920386,0.002394637,0.002940208,0.000651342,0.000168645,0.240028933,0.009895826,0.022101527,0.005703386,0.011071503,0.128218606,0.951877475,0.015473625,0.245699689,0.000963345
